tic,name,ra,dec,tmag,ctl,sector 
432610714,1268608,74.36513031,13.94514118,13.611,-1,-1 
68995594,1268992,75.23048254,18.80722596,13.96,-1,-1 
200639287,1273472,85.88959407,8.92970396,11.006,-1,-1 
16039826,1275392,63.6247889,18.7298856,11.854,-1,-1 
280213732,1275520,100.86275483,-2.32188646,16.016,-1,-1 
17410667,1276288,66.42468952,19.01310116,12.472,-1,-1 
118709972,1280256,69.98840771,23.13764423,9.83,-1,-1 
436731152,1281536,74.25312001,13.91226808,9.699,-1,-1 
389044637,1283200,62.04687349,16.87296136,10.045,-1,-1 
26113064,1286912,53.54486078,22.07239944,13.149,-1,-1 
346126586,12869504,327.39073632,46.28849914,14.281,-1,-1 
17382436,1287040,66.08776089,19.18062044,13.715,-1,-1 
17388998,1292288,66.23849795,19.04185949,5.479,-1,-1 
352263231,1294848,14.78552764,37.87766092,12.347,-1,-1 
59840611,1296896,71.79107518,24.01981894,10.42,-1,-1 
389018596,1298304,61.75566301,15.33494415,9.28019,-1,-1 
408000559,1298816,63.20864986,11.24619458,14.117,-1,-1 
276959816,13017728,283.33537463,-34.580995,14.925,-1,-1 
436967221,130560,106.43253095,22.82036712,11.562,-1,-1 
428470886,13058048,7.84980728,60.46883189,13.448,-1,-1 
381483179,1306112,17.88801977,32.30684851,9.793,-1,-1 
434230605,1306496,63.60735566,14.62497288,7.803,-1,-1 
293701878,1307392,77.1716488,14.74430321,15.039,-1,-1 
189576329,1310464,24.28163704,40.28133706,14.165,-1,-1 
436589427,1311616,71.61353176,17.62647594,13.187,-1,-1 
293633431,1312640,76.79218102,13.26970621,13.672,-1,-1 
434226736,1314560,63.27393457,15.24770266,12.958,-1,-1 
435847271,1316736,343.62974338,23.5187882,9.474,-1,-1 
455243447,1322496,125.96683556,5.19455602,16.37,-1,-1 
372896769,1328384,65.62563199,10.4345983,10.732,-1,-1 
319367675,1330048,84.93354048,5.42507625,12.648,-1,-1 
420384122,13319808,344.78617946,54.83788019,14.709,-1,-1 
60217248,1332608,72.97271267,24.60988528,14.541,-1,-1 
15933506,1333120,62.67706325,18.42312085,6.191,-1,-1 
373053873,1336832,67.83201529,10.92373549,13.402,-1,-1 
118677684,1339264,69.6812987,21.73712088,13.842,-1,-1 
252990214,1339776,122.47029821,51.15493747,13.568,-1,-1 
252990212,1339904,122.46978943,51.15377674,14.833,-1,-1 
37227554,1341056,232.50356803,-7.08287459,10.769,-1,-1 
438314265,1341440,96.9550446,17.53205332,15.607,-1,-1 
455621523,13430272,332.57759394,47.59022228,11.999,-1,-1 
17560029,1343744,67.25473729,18.67354528,11.019,-1,-1 
439968289,1344512,2.01628686,47.27540013,15.526,-1,-1 
265523214,134633728,270.61719004,-35.83715209,13.798,-1,-1 
435882186,1348352,64.48199617,14.5461916,12.414,-1,-1 
373053974,1353088,67.81617241,10.70423842,12.157,-1,-1 
373052731,1353472,67.73866599,10.75172046,6.571,-1,-1 
18543065,135552,71.85948614,23.05074467,9.56066,-1,-1 
330456593,1357696,329.43196056,21.26822223,14.276,-1,-1 
435911332,1360256,64.94886907,15.62754122,3.067,-1,-1 
325907968,13605504,331.47058287,48.18809921,14.226,-1,-1 
411778231,1364736,78.7141925,17.78702885,12.234,-1,-1 
435930498,1365376,65.97723183,14.05202222,9.51416,-1,-1 
59086175,1366912,66.13186164,13.92855165,13.662,-1,-1 
372951467,1368832,66.32118524,8.06775045,12.11,-1,-1 
15932007,1369728,62.64102325,20.86079534,11.009,-1,-1 
435883879,1370240,64.53805656,17.41613399,13.315,-1,-1 
17382700,1373312,65.98657141,18.63879906,14.078,-1,-1 
158732016,1374848,87.10986008,2.82511497,14.34,-1,-1 
381458976,1375488,66.72688874,13.13810541,9.33447,-1,-1 
464805448,1377536,70.44531621,4.43674186,11.627,-1,-1 
434258949,1379456,64.00657915,16.98296836,12.339,-1,-1 
293701492,1380736,77.21494741,14.25305396,15.324,-1,-1 
249693183,13809152,337.52414597,49.77836107,12.369,-1,-1 
409327744,1381248,265.30555461,-40.70038437,14.315,-1,-1 
245873351,13824,69.02237394,15.68390084,8.555,-1,-1 
373415565,1382400,71.10805261,11.14607418,5.232,-1,-1 
348664155,1383808,61.92550272,15.16268911,5.736,-1,-1 
366497359,1384448,127.054064,6.37364113,13.139,-1,-1 
25398652,1386752,22.60064607,-12.37785508,12.525,-1,-1 
197545397,1391232,335.70333202,50.29294412,16.014,-1,-1 
38985498,1391488,229.6043658,-5.55748077,13.68,-1,-1 
118708441,1393536,69.98327312,21.49422588,11.575,-1,-1 
435928172,1394816,65.80251817,15.71278715,12.923,-1,-1 
17518112,13952,66.99716003,18.75895437,11.622,-1,-1 
434239028,1397632,64.10649896,14.1713215,12.543,-1,-1 
29002055,1399168,50.63270204,28.97454904,12.688,-1,-1 
17309582,1399552,65.66540015,18.26918415,10.904,-1,-1 
454120750,1400192,64.68170143,3.25503974,14.269,-1,-1 
450020925,1403392,74.83293728,10.38596754,11.57,-1,-1 
33270265,14036736,283.45610605,-6.96314235,15.479,-1,-1 
352379980,1403904,15.32916501,38.54172609,11.851,-1,-1 
434236532,1404032,63.89567828,16.76229098,12.609,-1,-1 
17292477,1405568,65.38495322,18.41744468,6.364,-1,-1 
325855272,140755712,270.24846717,-36.46397343,11.039,-1,-1 
25386928,1408,351.55137523,51.19590671,11.399,-1,-1 
411931182,1408896,79.42340577,17.45236247,12.253,-1,-1 
17070887,1413504,63.92732514,20.81964613,7.148,-1,-1 
388137289,14229760,339.60526238,54.12628867,10.697,-1,-1 
397357734,1423104,70.71775734,23.33939317,12.403,-1,-1 
26177601,1426560,54.08362456,22.06133161,13.834,-1,-1 
